global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss
3489,148,2802,40,180,0.5636917091391919,0.12529273331165314,0.15879774458107587
6553,205,2755,87,123,0.6260110398077112,0.002906389534473419,0.1628905175072968
6978,214,2774,68,114,0.6724183098339265,0.21583828330039978,0.18970664745591545
10467,144,2816,26,184,0.581175063827352,0.07524146884679794,0.19175817702364814
13106,200,2782,60,128,0.6533842518627727,0.005410229321569204,0.21680691817779987
13956,256,2688,154,72,0.6592025820950782,0.009253909811377525,0.30558848205726724
17445,223,2772,70,105,0.6890497742101755,0.0005145876202732325,0.20214129023613353
19659,222,2766,76,106,0.6784540652183773,1.5261086225509644,0.23578232677999966
20934,217,2770,72,111,0.6732199083363744,0.0013450959231704473,0.28371243550949204
24423,207,2782,60,121,0.6689435045964015,0.00011017727229045704,0.27511228048083913
26212,225,2764,78,103,0.6821650429548411,0.021406223997473717,0.27782363479301636
27912,228,2767,75,100,0.6927331303851607,0.0011048222659155726,0.3942688752132595
31401,210,2773,69,118,0.6621844922778359,0.0007932838052511215,0.3400641618053135
32765,207,2793,49,121,0.686200193078829,0.02335301972925663,0.3268344735189668
34890,239,2743,99,89,0.6846888381173976,0.0004449313855729997,0.42362428889120257
38379,195,2788,54,133,0.6515346334609448,0.0006048466893844306,0.38067046923607917
39318,208,2786,56,120,0.6772983526381563,0.00033282741787843406,0.40105451613645604
41868,223,2768,74,105,0.6833991564182779,0.0001806021318770945,0.4126984031066491
45357,214,2792,50,114,0.6997895090351228,0.0001515290787210688,0.3781989359221455
45871,217,2778,64,111,0.6848063036199509,9.646842954680324e-05,0.4244809847662049
48846,221,2777,65,107,0.6919723974510225,0.015548070892691612,0.44946042173536493
52335,221,2773,69,107,0.6861737219008194,0.6087974905967712,0.43430975117981946
52424,202,2792,50,126,0.6735910559601779,2.1735506379627623e-05,0.4226255721144754
55824,239,2739,103,89,0.679772485857379,2.2664282369078137e-05,0.4870342894274548
58977,220,2774,68,108,0.6854551198656756,6.61160665913485e-05,0.45823599468725756
59313,232,2751,91,96,0.6799062312275613,1.8939183064503595e-05,0.4900458914567105
62802,212,2787,55,116,0.6875901692016574,2.0801797290914692e-05,0.46223972532508184
65530,213,2781,61,115,0.6805862966587498,3.0357989089679904e-05,0.5069045525561643
66291,227,2758,84,101,0.6783571372765242,0.0006221745861694217,0.5187941588529206
69780,211,2788,54,117,0.6869746453404727,1.0117835699929856e-05,0.5161108711570805
72083,225,2774,68,103,0.6962019232861384,1.6059150695800781,0.5233531403068432
73269,235,2751,91,93,0.6862985786007822,3.157472747261636e-05,0.5540280897915706
76758,223,2774,68,105,0.6919157028281353,1.2025139767501969e-05,0.5333703696578916
78636,224,2774,68,104,0.6940608759805301,8.980392522062175e-06,0.535096118543486
